2EA96F3134B38135 DATA   : TIGER: 5 LAST TIGER FRAME NUM[2:0]: 6 TIGER DATA: ChID: 2A tacID: 1 Tcoarse: 6F31 Ecoarse: 34B Tfine: 0E0 Efine: 135 
2E306F3034A50515 DATA   : TIGER: 5 LAST TIGER FRAME NUM[2:0]: 6 TIGER DATA: ChID: 0C tacID: 0 Tcoarse: 6F30 Ecoarse: 34A Tfine: 141 Efine: 115 
2E736F5336D3C0F8 DATA   : TIGER: 5 LAST TIGER FRAME NUM[2:0]: 6 TIGER DATA: ChID: 1C tacID: 3 Tcoarse: 6F53 Ecoarse: 36D Tfine: 0F0 Efine: 0F8 
2EB26F4035A4ACFB DATA   : TIGER: 5 LAST TIGER FRAME NUM[2:0]: 6 TIGER DATA: ChID: 2C tacID: 2 Tcoarse: 6F40 Ecoarse: 35A Tfine: 12B Efine: 0FB 
2E036FE53FF3FC4B DATA   : TIGER: 5 LAST TIGER FRAME NUM[2:0]: 6 TIGER DATA: ChID: 00 tacID: 3 Tcoarse: 6FE5 Ecoarse: 3FF Tfine: 0FF Efine: 04B 
2E3E6FA83C2328FF DATA   : TIGER: 5 LAST TIGER FRAME NUM[2:0]: 6 TIGER DATA: ChID: 0F tacID: 2 Tcoarse: 6FA8 Ecoarse: 3C2 Tfine: 0CA Efine: 0FF 
2E5F6FF6010304EF DATA   : TIGER: 5 LAST TIGER FRAME NUM[2:0]: 6 TIGER DATA: ChID: 17 tacID: 3 Tcoarse: 6FF6 Ecoarse: 010 Tfine: 0C1 Efine: 0EF 
2E686FE700138D28 DATA   : TIGER: 5 LAST TIGER FRAME NUM[2:0]: 6 TIGER DATA: ChID: 1A tacID: 0 Tcoarse: 6FE7 Ecoarse: 001 Tfine: 0E3 Efine: 128 
2EA16F5336D2FD2A DATA   : TIGER: 5 LAST TIGER FRAME NUM[2:0]: 6 TIGER DATA: ChID: 28 tacID: 1 Tcoarse: 6F53 Ecoarse: 36D Tfine: 0BF Efine: 12A 
36506FE800239D22 DATA   : TIGER: 6 LAST TIGER FRAME NUM[2:0]: 6 TIGER DATA: ChID: 14 tacID: 0 Tcoarse: 6FE8 Ecoarse: 002 Tfine: 0E7 Efine: 122 
E018246A3B000000 TRAILER: LOCAL L1  FRAMENUM [23:0]: 00C123: GEMROC_ID: 0A TIGER_ID: 7 LOCAL L1 COUNT[2:0]: 3 LAST COUNT WORD FROM TIGER:CH_ID[5:0]: 00 LAST COUNT WORD FROM TIGER: DATA[17:0]: 00000 
40A0000000000024 Sequence.

